"paraphrase_id","itemid","paraphrase_count","paraphrase","paraphrase_date","issue_id"
"476","208","7","Derek pasted the full list of Goals:","2002-02-28","19"
"477","208","8","Reinhard wanted to see if he could come up with better 
wording for some of these points, but was happy with the principles.
Daniel Baumann (chillywilly) asked 
you don't really expect suits to design business objects do you?
. Reinhard said 
there is something in between a luser and a hurd hacker ;) 
He said it's about freedom - 
the user should be free to adapt the software to their needs 
(freedom 1 IIRC).","2002-02-28","19"
"478","208","9","Jan asked about an implementation 
plan? Reinhard suggested 
a. we implement in python for the time being - 
b. we implement something that fulfills 1-5 and 7 and 
make the architecture so that the other goals can be reached 
afterwards - while we simultanously implement the 
""object designer"" and therefore fulfils 6 and 8.
He suggested 
merge 6 and 8 into - must be configurable dynamically, centrally, 
w/o programming skills, without downtime, and in seperate 
""layers"" for various levels of specialization. 
James supported the use of python, with bottlenecks 
recoded in C/C++ if they couldn't be 
fixed via code cleanup or re-design. This was 
why i like python approach so much - 
it's lends itself to readability and it's highly productive.
Daniel said doesn't make you design 
better software though ;) - no language can. Jason Cater
(jcater) felt it can encourage you to, though
- just look at perl code - it encourages poor coding, imho.","2002-02-28","19"
"479","208","10","James referred to his disussion with Neil about 
reusing GTriggerNSObject (or something like that) 
as part of a core geas object. Daniel supported this. 
Reinhard said please let's not 
discuss coding details. James agreed, but said 
i guess my point is - 
I think a huge part of a python based geas resides in 
common today. Reinhard said 
so the first step was to make common usable for geas. 
This would involve:","2002-02-28","19"
"480","208","11","and keeping these up to date. Once this had been 
done, we will look at 
common and see what we can use there and/or what has to be changed
. Then we will implement 
a prototype that is possibly limited - but the architecture 
will be extensible.","2002-02-28","19"
"481","208","12","Neil asked are we going to discuss 
the API's before implementation? or just write code? 
Reinhard said 
API definition is the first step of implementation and 
asked who will want to discuss the api?
. More significantly, who would 
the GEASv2 team consists of? James said he could help out. 
Reinhard said he would like James' input in 
1. documenting common (interface-like) - 
2. keeping the maintainance of common (when we need changes). 
The immediate next steps were: ","2002-02-28","19"
"482","208","13","Derek said he would enter these as tasks in DCL, and
set accounts up for people who didn't already have them. 
Reinhard said 
for the rest of the week i will spend my gnue time on fixing GEASv1
- i guess i will put some 1 or 2 hours work into it to make it at 
least run all demos without errors. Neil said 
why? - without forms it is useless. 
He thought i would not spend a minute on it
. Daniel wasn't so sure.","2002-02-28","19"
"483","208","14","Jan asked how should forms access 
GEASv2? should form use a dbdriver again, or should there be some 
extra abstraction level? Neil said 
there needs to be a network abstraction - current geas uses CORBA
. Reinhard said i guess forms 
can't use geas via dbdriver because geas isn't a db. 
Daniel said yes, I always thought it 
was lame that forms forced geas into a [...] relational model. 
James said the datasource system in 
forms supports twy systems. Later, Derek (dnSleep) said
would geas not just be a 'driver'.
Jason agreed - via a common driver I'd 
think - that way, reports would use the same ""driver"" -  
as would integrator, etc. Daniel asked 
does you common db layer make it as a relational source with records sets?
. Jason said to a certain extent - 
but that's not set in stone - i.e., at that level, it's more 
terminology than anything.","2002-02-28","19"
"484","209","1","Daniel Baumann (chillywilly) asked for Reinhard Müller's 
opinion of the ODL interfaces
 he had made notes on. Reinhard (reinhard) said 
i found the odmg standard 
defines so to speak a ""way of thinking"" 
rather than a specific syntax. Daniel felt the 
same could be said of OMG 
CORBA He felt that OMDG 
keep it pretty simple - in fact I think original gcd syntax 
was a lot hairier. Reinhard said 
however i'm not sure if all of 
that is applicable to business applications - for example i 
think the only sort of collection that is useful for business 
apps is the list. Daniel wondered why 
the dictionary would not be useful?
(hashtable) - array certainly would be but pointed 
out that it was impossible to 
say what data structures are useful without a design of
some system/package.","2002-02-02","19"
"485","210","1","Stuart Quimby (ToyMan) said 
my ecommerce will be in zope - and I'll want to integrate 
with gnue Derek Neighbors (derek) said there were 
many ways of doing this, including:","2002-02-02","19"
"486","211","1","Daniel Baumann (chillywilly) claimed 
everything is an object man!, provoking Jason Cater (jcater) 
to retort everything is relational 
man! They each tried to disprove each other's thesis by citing 
examples such as electricity, love, death and meaningful conversation.
Daniel said there's a relationship 
attribute in the ODMG Object Model. He said 
all objects are relational, but they also 
have behavior. James Thompson (jamest) suggested 
is that to handle the cases  where OO 
design can't cut it?, running as he went. Daniel pointed out 
you guys use python for cying out loud - 
from now on you have to code using only lambda ;). Jason said 
we're all for OO programming, but the data 
backend doesn't have to be oo - /me thinks of all his business data - 
millions of stored objects scares the shit out of me. Daniel 
said that the objects can be stored in a 
RDMS -  or a file - or up your nose.","2002-02-02","19"
